STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,MARS2,MARS4,ELF,CPREP,PREP,DIR_DEP,N2,NUMDEP,TOTAL_VITA,VITA,TCE,VITA_EIC,RAC,ELDERLY,A00100,N02650,A02650,N00200,A00200,N00300,A00300,N00600,A00600,N00650,A00650,N00700,A00700,N00900,A00900,N01000,A01000,N01750,A01750,SCHF,N02300,A02300,N02500,A02500,N26270,A26270,N02900,A02900,N03220,A03220,N03300,A03300,N03270,A03270,N03150,A03150,N03210,A03210,N04450,A04450,N04100,A04100,N04200,A04200,N04470,A04470,A00101,N17000,A17000,N18425,A18425,N18450,A18450,N18500,A18500,N18800,A18800,N18460,A18460,N18300,A18300,N19300,A19300,N19500,A19500,N19530,A19530,N19570,A19570,N19700,A19700,N20950,A20950,N04475,A04475,N04800,A04800,N05800,A05800,N09600,A09600,N05780,A05780,N07100,A07100,N07300,A07300,N07180,A07180,N07230,A07230,N07240,A07240,N07225,A07225,N07260,A07260,N09400,A09400,N85770,A85770,N85775,A85775,N09750,A09750,N10600,A10600,N59660,A59660,N59720,A59720,N11070,A11070,N10960,A10960,N11560,A11560,N06500,A06500,N10300,A10300,N85530,A85530,N85300,A85300,N11901,A11901,N11900,A11900,N11902,A11902,N12000,A12000
6,CA,0,5,2668360,670670,1796210,170860,2421660,158650,1702770,1190010,6585770,2128250,1490,340,1150,0,119860,803430,369578964,2668360,373918087,2285130,274232789,1763120,2240128,925940,5924276,865010,4185664,1190390,2428467,533030,11070198,870370,8771577,803390,43526118,12700,146340,776000,538540,12337867,263820,7390733,778970,4339123,128200,36092,42640,779449,120630,1039463,100910,614396,200830,218065,1558600,33312851,1558540,32564828,358580,747929,1111030,35311405,159272806,172200,2918755,1026280,8573313,81200,223812,1015710,6478216,809190,473220,1066140,10108967,1110140,10715102,964180,14943484,36590,285630,115030,121438,38470,183276,979990,5151671,49820,876904,600250,3600566,2665330,296921519,2662460,47093241,3060,19282,22780,143112,1428950,4195809,322090,141987,212350,131837,185310,214438,0,0,1105350,3046960,52530,303143,372990,1848387,0,0,28230,183085,27300,60428,2629710,46021219,0,0,0,0,4890,10769,150430,125120,0,0,2642610,42894076,2649690,44993128,35080,8543,4000,1515,1161240,5357059,1499120,6270453,1389390,5393301,138060,890491
6,CA,0,6,1400790,208070,1131180,39270,1292020,77700,984420,339020,3803170,1293120,0,0,0,0,14530,409580,759013796,1400800,768093057,1215540,405305375,1182280,10302481,896860,28498015,854310,21494142,560450,4535453,324490,21920743,902170,121641460,387860,30453153,8060,53640,323667,237160,6495852,402490,93348528,439530,9079261,34570,9145,84970,3383985,143060,1960954,24160,226500,0,0,516650,11615681,516600,11340273,125630,267734,880640,54382171,555676367,39110,1304701,829280,46756192,44740,129825,823450,10006549,603030,401325,859000,8532367,880440,10104501,776710,16770549,18300,213412,94140,63142,107080,2629678,801260,17867043,51080,2147698,538330,14123543,1399770,674722233,1399380,167365717,32670,560034,200,1465,940200,5907906,430440,2359158,149550,84390,0,0,0,0,483200,1358157,29990,234764,294810,3125500,0,0,400,3122,1220,4606,1385080,170578011,0,0,0,0,50,121,0,0,0,0,1397200,161291425,1399580,172035446,759460,1779097,868630,5061631,782500,19535799,607370,18036074,419140,5421291,217260,12063896
8,CO,0,1,771760,586630,79460,92930,668100,54470,298110,480340,932890,238640,26080,15230,10850,5300,107440,136080,9743126,771760,9932245,602480,7588410,130310,72902,75500,145668,68120,87743,10220,6056,142160,965380,66980,106976,97900,944008,4230,13330,57428,31960,64754,16610,18043,157170,189119,1320,284,220,1461,11370,36199,2680,8204,34420,29823,756700,9739270,756700,9559538,98620,179774,14140,314319,211531,9190,143366,4580,6575,5920,3485,9280,24942,5360,1931,11330,34222,13440,40554,7710,78629,80,463,290,156,190,295,8080,18961,200,2074,35550,26096,330560,1884622,321220,189218,0,0,5480,2326,104850,35933,5870,287,2190,736,27840,14310,31780,5009,38500,14417,90,137,119660,163559,23600,170186,23610,162331,18830,9977,679020,1293760,219890,485630,184910,417821,110100,171205,32670,27073,13970,16394,251270,153101,352110,330420,0,0,0,0,92790,88717,623520,1048826,618680,1035437,5430,9100
8,CO,0,2,655540,401590,132670,103800,588100,35780,264550,453750,1105110,324310,17370,10250,7120,770,115430,117810,24011692,655540,24360350,570160,19825107,134230,94614,73930,209654,67340,130960,37670,21277,94660,1064260,65790,225986,106610,1979401,4570,18530,94742,81080,557693,23030,183159,173050,348658,12010,2777,780,6435,14970,61863,11430,42428,86990,90647,625690,9663598,625680,9523335,74170,140536,29890,663464,1170849,15460,238748,21070,37866,7820,7482,23820,60407,16550,7455,26120,96152,29430,107718,21580,218761,450,3064,1050,591,680,1179,21020,69576,710,9763,78310,141579,650030,13469526,644600,1476628,0,0,18870,17467,259000,296517,18630,1353,17370,9626,43810,43831,82200,15501,166350,222057,1480,3082,73370,189150,29990,193770,29470,199578,38870,23987,632980,2437763,117580,253461,101160,212865,117920,239544,23910,19837,9890,17025,513320,1180794,547580,1399103,0,0,0,0,118930,193741,532330,1223538,526440,1202887,8260,18317
8,CO,0,3,409890,201130,154100,44050,367190,23130,184240,258710,790480,228200,4570,1810,2760,0,52940,101660,25227168,409890,25578229,351520,19665194,133450,112024,78730,283180,72260,183179,63100,38205,66710,829770,69970,336785,98460,2739979,4490,10700,56605,69720,1014455,24650,327665,133200,351061,10470,2588,1790,18167,12990,72102,11290,49875,68730,78881,361610,6385063,361600,6266487,61880,118471,48940,1086059,3102186,16970,262853,41810,107956,6180,8761,42850,107338,31090,13837,45220,212804,48740,228022,40270,413414,830,5846,3870,2863,580,1141,35600,127862,1950,22113,64920,187107,408740,17524052,407420,2170260,0,0,8410,24090,163760,348083,24490,2610,13820,7392,24710,28204,23340,3868,118980,291246,3030,8826,49940,152006,7790,67662,11070,89413,15660,14630,400410,2513352,2070,867,1370,563,34570,63906,14460,12793,1160,2885,370850,1823366,382710,1998925,0,0,0,0,106030,246180,303260,747815,296450,720377,9570,26197
8,CO,0,4,268510,87220,156880,18970,241600,14080,128570,159390,599270,173980,1000,410,590,0,26270,77730,23301010,268510,23597663,228640,17334037,116500,116778,72050,307255,66510,203540,63810,44772,50130,670231,64860,428301,81180,2943814,2860,6770,36156,54860,1034090,23350,406346,85120,296653,8040,2116,370,4671,9890,66401,6510,33072,34900,40030,220530,4526440,220540,4431067,46940,94885,47130,1138709,4127894,12390,206440,42970,152194,3280,6137,42760,119997,31800,15201,44140,262694,47070,277718,40840,450554,440,3103,2190,1696,410,772,36150,153612,750,12719,53900,194535,268080,17366231,267330,2293501,0,0,3150,15450,118670,317774,23700,3223,14350,8020,17350,21397,0,0,91530,265769,1880,7980,37340,123246,750,6400,4220,32225,6190,8555,263760,2458657,0,0,0,0,6270,10836,10500,9481,0,0,259340,1973850,262280,2120645,40,11,0,0,78300,228217,188280,563753,181560,533308,7960,26305
8,CO,0,5,437700,75920,340520,16870,396860,24590,222420,207650,1121980,344280,120,120,0,0,25410,130080,60174024,437700,60973242,379310,43584703,250070,350877,175120,1092759,163710,764385,161560,143039,94960,1753579,161670,1998821,147560,7262875,5840,9040,51289,84850,1913966,65140,1969405,164570,799218,18390,4924,5790,94062,23970,205171,15490,88193,58150,66620,310950,7046330,310910,6897565,70330,148169,126730,3775736,18360042,21780,380391,120600,703704,5390,13151,118940,413734,90950,56822,120720,1002454,126610,1049249,113510,1522869,2880,18956,10190,8178,4560,16688,108560,671714,4460,84589,122280,701867,437380,48558364,436950,7421596,190,1642,1910,13841,239850,687926,65450,17768,39250,22200,31040,39952,0,0,181460,540201,4970,26547,72330,305382,0,0,2260,17087,5190,11950,432250,7345485,0,0,0,0,510,1157,23670,22629,0,0,434250,6732031,435300,7093924,2810,738,170,64,181980,815411,254530,1054854,236250,914190,24270,148221
8,CO,0,6,184270,19760,157440,3750,169960,9150,126270,50880,516800,177090,0,0,0,0,2100,55700,87543458,184280,88663767,159880,42928623,147590,1336793,121170,3619786,115450,2725413,80180,297526,46660,2217331,122460,15881110,58500,4008817,1670,1300,8021,29970,793478,70940,13121613,69920,1120309,2960,738,8880,278742,24650,311135,2850,26359,0,0,78880,1843161,78870,1799330,19430,41361,104460,5775754,58214137,3680,104818,100550,2262763,2370,7233,95600,557893,65600,57263,101650,994572,104470,1090963,91250,1633809,1280,15066,9280,5342,12400,255529,95860,2098577,5840,146315,85430,2230470,184180,77531211,184140,18082997,3350,46363,0,0,123980,573900,62010,175386,17150,9400,0,0,0,0,67530,205097,1210,8330,43390,354804,0,0,0,0,130,480,182240,18541367,0,0,0,0,0,0,0,0,0,0,183950,17603603,184150,18608368,79830,146212,106530,532256,94410,2310313,88070,2227850,61440,790068,30900,1392225
9,CT,0,1,517380,390990,43640,74480,454880,35170,232140,318140,601560,162780,32960,19410,13560,7580,71670,103460,6239972,517380,6354643,394660,4713102,84910,51873,59750,111684,54890,73840,5630,3823,78570,554913,45990,68523,78940,738225,290,15410,69708,27210,56422,6420,21623,89570,114671,730,163,130,1089,5650,20448,1550,5350,19130,19278,505200,6379866,505190,6242943,75750,136903,11510,261789,174547,7520,109949,4160,6675,4790,2928,8610,59229,5550,2456,10000,58972,11130,66065,5900,50523,0,0,130,26,140,158,6650,11934,140,1166,17190,12309,209290,1137868,201870,113850,0,0,5500,2111,71130,24291,4090,248,2810,898,16060,8305,21480,3751,27870,10058,30,17,67640,94288,17260,142058,17690,141573,8370,4608,452690,900905,149390,344579,130310,305593,77190,116848,20060,17198,9060,9142,152620,89371,211740,191433,0,0,0,0,53330,50234,423730,758471,420220,748793,4020,6895
9,CT,0,2,371180,220300,63290,77840,336460,19560,176310,268620,608780,180490,17050,10710,6330,1640,67790,79690,13582692,371180,13790901,316590,10985240,76120,62600,48810,143074,45210,97378,23400,16002,46520,559329,37970,113694,69690,1262221,170,19920,123555,57110,438135,8360,71172,90650,208209,7070,1666,740,7651,7680,37011,7870,31617,45620,51672,348030,5385137,348030,5293191,48450,91891,23310,523199,895278,11410,174340,17910,36818,5570,5229,19480,124823,14850,8263,21200,141769,23230,157231,15760,127154,310,1824,320,80,480,615,16810,45800,550,4400,36130,64647,367440,7609416,364320,834927,0,0,15450,13541,154920,178782,11840,796,15100,8345,31180,34017,53570,10131,99700,124742,850,1267,35540,103785,25480,185368,25200,187873,17970,11569,359960,1486654,69870,145046,60620,123889,66940,124173,18550,16211,7950,11982,288460,656229,305670,775505,0,0,0,0,54460,93060,314310,800039,310430,784933,6030,13689
9,CT,0,3,248170,132480,71600,36590,223710,13610,132650,166070,432190,113340,5600,2360,3240,0,30480,72270,15313285,248170,15527652,208820,11737745,82580,78326,54180,198582,50580,137427,42500,29319,33760,469123,42470,172218,66190,1791863,600,11970,85804,51450,832276,9080,98287,73980,214367,9120,2240,1700,18517,6270,42572,7410,35763,39180,45222,207910,3539075,207900,3460586,41250,78521,40500,885441,2558442,12870,204939,37990,123363,2720,3354,36910,222806,28390,15642,38260,307048,40450,324230,32110,246298,370,1912,1570,573,640,1413,31320,86689,1600,15489,30130,82377,247150,10804057,246450,1356160,0,0,5600,15643,92700,178352,15690,1562,10210,5520,18420,23163,10500,1839,67000,142750,1020,2043,25020,88460,5850,58606,8090,71289,6540,6625,243790,1678671,290,119,120,47,14310,22651,12200,11549,660,2052,231650,1177688,236350,1278007,0,0,0,0,52170,120279,195240,515216,190830,498007,6760,18868
9,CT,0,4,169350,63520,84210,17730,152590,8190,98200,106410,345530,92230,1180,160,1020,0,14400,59420,14688914,169350,14872110,142150,10753194,75460,83303,51650,229044,48320,162266,44690,33570,26970,429045,40920,218179,56340,1976814,160,7140,48677,42840,888952,7790,117302,47770,183196,7200,1837,520,6678,4300,33830,4000,22111,16710,18306,129850,2611738,129850,2545100,33040,66210,39200,909268,3402600,8850,158453,37540,175343,700,992,36520,230227,27430,15752,37030,336051,39140,355732,32280,264547,480,2654,860,265,420,902,31380,99949,770,8103,26440,87718,168890,11058214,168530,1496333,0,0,1770,8949,70240,161850,15260,1936,8090,4578,12140,16329,0,0,53610,131631,520,1426,20440,80042,380,3919,2540,21436,2170,3409,167410,1708699,0,0,0,0,1010,1530,8660,8057,0,0,165920,1334143,166950,1426806,0,0,0,0,42690,122373,125980,401068,121650,380305,5020,19161
9,CT,0,5,294850,54120,223290,14770,267120,16430,179360,146180,740700,223150,180,20,160,0,14730,105830,40804938,294850,41377891,254210,29709483,168150,247817,126600,824048,119780,609171,103210,100739,59820,1426617,103290,998638,109920,5290542,140,12480,92435,71930,1789367,25530,668876,106630,572953,22420,6204,6930,118033,12160,124052,10320,61297,34990,39146,217970,4983916,217970,4865767,56350,119032,77210,2230450,10990568,13930,318881,73950,590911,2730,4602,72560,568756,53510,38285,73040,712406,77150,770922,64550,730102,850,6446,3810,1514,2680,13789,67590,325828,3470,59074,65350,340230,294420,33224955,294060,5146905,170,1499,270,2021,160190,421267,43470,11350,28890,17150,26030,36154,0,0,122690,331534,1110,4906,47250,251791,0,0,350,2968,820,2074,292520,5273698,0,0,0,0,0,0,21410,21104,0,0,293070,4725696,293500,5008559,2050,561,120,75,116080,488235,178420,742796,166500,652461,15970,96936
9,CT,0,6,147600,13870,127280,3290,136260,6850,105930,39860,426690,154870,0,0,0,0,830,48940,88849795,147600,90215937,128700,48411224,118190,1800773,104600,4790470,100800,3321643,54750,520889,38120,3217276,97600,13927156,50170,3704992,0,2080,17792,26720,796727,41270,8784942,55000,1366142,5830,1532,12680,479173,15070,248766,1280,11752,0,0,71570,1691247,71560,1651601,17770,38103,75410,4674242,61051886,3110,123155,71660,3879715,2620,6012,71240,1110897,48210,48537,73050,728693,75400,913822,63870,1203968,880,16539,3390,1279,12180,420482,70610,1683021,4760,73165,56220,1148928,147540,80713781,147490,20595095,2490,40863,0,0,103720,597417,53920,296713,14720,8272,0,0,0,0,52520,150146,80,549,38590,489610,0,0,0,0,0,0,146720,21739812,0,0,0,0,0,0,0,0,0,0,147380,19919891,147510,21380804,82500,250645,87750,625317,76590,1793153,69790,2251432,48090,638827,24900,1520437
10,DE,0,1,145800,104360,14130,24820,129350,8680,54210,97910,190540,58640,9350,4800,4550,2090,24410,30750,1852116,145800,1875522,114820,1422192,20140,12941,12020,20382,10840,12948,2430,1519,18050,116157,9130,10166,24880,257279,370,4800,16618,9540,19724,1840,2070,20180,23406,240,55,0,0,1020,3634,350,1161,4130,3825,143470,1902019,143470,1859488,23290,42601,2130,45461,32236,1480,22982,1010,1040,70,83,1360,3636,20,21,1480,4131,1860,5318,1120,10031,0,0,0,0,0,0,1250,2989,20,265,3810,2584,59990,329651,58880,33242,0,0,1090,439,22080,7746,580,28,1540,539,3890,1922,6820,1149,10350,3852,20,26,14890,20392,4120,39227,4300,39382,2510,1339,132460,287716,48220,122057,43610,111535,27920,42764,5270,4413,2110,1774,43010,25457,57250,48077,0,0,0,0,11640,9923,125720,249426,125170,247983,610,813
10,DE,0,2,111330,60250,21710,25440,100200,5730,45610,79540,197950,65990,5120,2450,2670,380,22570,26370,4042879,111330,4082438,94550,3212429,21750,18384,12320,31612,11450,21350,8800,5485,10950,96289,9620,23110,25410,491061,290,4120,17189,20340,154534,2700,22389,20630,39559,1760,419,60,771,1420,6707,1720,6524,10550,11356,106170,1690016,106170,1655636,17690,34235,5240,109259,199963,2680,38550,4410,7619,20,19,3950,10065,460,485,4470,15588,4970,17487,3700,31707,20,82,150,88,50,63,4010,16369,160,1509,8470,13589,110330,2216912,109670,242273,0,0,3030,2631,49550,60131,2950,175,6480,4020,7910,8267,16840,3156,33780,43064,460,736,7550,18968,4870,44579,5000,45706,4070,2667,108760,432886,25020,53400,22600,47957,24190,48328,4780,4131,1760,1842,82810,182211,87390,205062,0,0,0,0,16530,23128,94240,249777,93480,247428,1130,1938
10,DE,0,3,67430,30700,24270,9930,59870,3880,32900,42390,127910,36470,1810,340,1470,0,8910,22110,4153637,67430,4191860,55440,3012847,22390,21145,13630,46745,12580,32311,14070,10085,7840,73585,10590,41328,22550,635477,310,2200,9602,17690,293402,2660,33189,16350,38223,2220,542,170,2131,1240,8253,1630,7195,8080,9199,58690,1052605,58690,1024559,14390,28096,8750,183961,558433,2660,42130,8150,23382,130,213,7600,19593,830,798,7840,38726,8650,42240,7190,63226,140,738,270,161,60,168,6790,29103,490,6439,7470,18109,67260,2886724,67080,357502,0,0,1380,4510,27220,56399,3790,338,3250,1922,4370,5244,3440,584,20190,45270,710,1626,5480,15376,1330,16316,1920,21056,1610,1708,66350,420713,190,84,70,32,5000,8628,2890,2602,110,213,61910,300987,63160,319496,0,0,0,0,16210,34081,51020,133695,50000,130215,1660,4120
10,DE,0,4,45820,13780,26490,4470,40660,2710,24280,27400,99110,26860,680,20,660,0,4380,17280,3973881,45820,4004365,37400,2733608,19600,22008,12680,53612,11870,38127,14250,12180,6220,67680,10150,55232,18620,693869,150,1500,6748,13990,306355,2380,29920,10890,30484,1770,456,70,1343,740,5250,780,3996,4300,4722,37100,777505,37100,754935,10920,22471,8680,201063,752170,1930,34027,8300,34232,60,288,7800,22250,660,709,7900,50913,8620,54856,7350,68633,20,122,260,120,60,51,7050,34374,170,1800,6540,19400,45750,2966125,45670,390853,0,0,390,2476,19500,47685,3870,555,2960,1798,3030,3770,0,0,14910,38808,220,637,4300,12883,90,1298,510,5606,540,818,45350,429017,0,0,0,0,520,788,2130,1886,0,0,44790,343072,45040,359316,0,0,0,0,12370,32897,33280,101571,32230,97582,1380,3664
10,DE,0,5,71890,10910,56950,3290,64220,4550,40360,35170,181840,53080,160,0,160,0,4090,27770,9783483,71890,9866400,60440,6734013,40080,58582,28510,175835,26860,130249,33200,35856,11860,188215,23710,227211,31830,1667313,300,1990,9751,20960,552232,6510,171938,21680,82917,4520,1265,720,12341,2140,20950,1920,10959,7880,9041,52800,1227270,52800,1193246,15900,34096,19210,554489,2741850,3300,62494,18790,135114,0,0,17970,63031,1490,1269,17940,156108,19150,166568,16860,193187,330,2022,1420,736,560,2079,16940,110017,1020,15637,14390,66644,71840,7923815,71770,1207871,0,0,110,1040,37980,99892,10010,2714,7350,4477,5540,7197,0,0,28730,79148,440,2119,8500,33615,0,0,170,1843,270,599,71430,1210768,0,0,0,0,20,59,4360,4093,0,0,71530,1107727,71620,1149721,290,74,0,0,28010,108977,43820,169171,41380,153134,3480,17063
10,DE,0,6,22400,2220,19300,340,20280,1190,15360,5870,60300,18750,0,0,0,0,110,8950,9374385,22400,9507076,19230,4851908,17790,101037,15070,516345,14490,432545,10890,39199,4670,223456,14040,998521,9560,763626,0,80,389,5420,161080,6320,1455624,7220,132691,520,138,1080,39034,2260,33800,140,1327,0,0,11300,269330,11300,261476,3500,7607,10920,553955,5613290,500,17257,10750,313889,0,0,10330,65644,410,390,10500,103435,10920,118155,9220,146954,90,976,900,315,1160,17758,10180,196718,480,10867,8520,202929,22390,8320997,22380,1924863,280,3770,0,0,14660,54306,7450,14257,1890,1076,0,0,0,0,7400,20480,30,207,4610,45436,0,0,0,0,0,0,22270,1966794,0,0,0,0,0,0,0,0,0,0,22360,1846254,22390,1959685,9420,16189,12080,41924,11820,207647,10330,207307,7420,80962,3480,119495
11,DC,0,1,83710,60330,2910,18990,71700,7160,36310,56560,117950,40280,4430,2960,1460,1070,20770,12630,1084112,83710,1107742,65170,880724,8490,4296,5830,11901,5330,8306,2710,2731,19290,106146,4780,8449,8610,91582,0,3230,14206,2100,5088,730,317,19590,23630,440,101,20,129,760,3017,310,820,3660,3756,81360,1068203,81360,1054178,8350,13941,2320,48940,34850,1320,17909,1210,2005,640,321,1310,4892,150,100,1810,6179,2230,7428,1210,14184,0,0,0,0,0,0,1520,5435,70,397,3930,2621,37810,213970,36890,21347,0,0,70,22,15380,5774,710,53,1230,439,3280,1762,3750,626,7270,2814,0,0,15620,20558,620,2634,550,1977,980,554,75180,187602,35300,86846,31010,75472,19930,29311,3630,3343,330,395,25270,15536,38850,37399,0,0,0,0,9870,9191,69130,159156,68690,157862,500,969
11,DC,0,2,76820,51240,4720,18710,66150,6490,31830,54130,118650,38230,2810,1900,910,190,17900,12150,2837441,76820,2878487,68460,2488887,11000,5835,7180,16944,6620,11662,8300,8599,11460,57668,6060,19083,10130,227789,0,2740,14194,5740,35734,960,4432,19460,41046,1340,316,200,2046,1120,5234,1480,4425,11310,14471,70830,1007074,70830,995876,6650,11221,5960,133542,231339,3000,39000,5130,11167,730,967,3230,9994,780,798,5090,18692,5870,22312,2940,29673,80,555,170,53,0,0,4990,33597,580,5554,6530,10810,76240,1677790,75900,184925,0,0,570,429,31780,40694,1980,187,5190,3392,6940,8739,7690,1209,20960,26688,380,436,6960,15569,940,2742,1010,3131,1890,1085,74900,299085,14600,29817,13520,27473,14410,26399,3170,2854,250,351,59750,144225,61700,161629,0,0,0,0,12650,20058,63780,156567,63270,154339,600,1826
11,DC,0,3,57310,43470,4310,7430,50150,3940,20990,37950,77180,15760,800,300,500,0,8710,8980,3530862,57310,3574714,51680,3081345,15080,8217,10930,27446,10200,19528,9910,11749,7960,66584,8970,28947,8510,277684,0,1160,5731,4590,59876,1120,8534,20810,43852,1570,370,280,3369,1020,4966,1540,4813,14720,18988,48300,660965,48300,653556,4280,7395,8990,210739,566038,3120,39581,8310,28544,570,872,6270,19207,1030,1065,7990,42227,8930,47968,5910,59236,120,962,220,294,180,303,7540,52934,510,4974,5660,13505,57140,2637986,57030,348337,0,0,120,214,15200,25986,3500,572,2290,1406,3490,4272,510,80,9200,18503,280,516,5100,15214,0,0,200,508,870,783,56430,405220,20,10,0,0,1840,2892,1550,1472,0,0,55080,322301,55440,339234,0,0,0,0,13140,26796,44030,91652,43410,88922,940,2987
